x;y
3.35523035604293;2.27873757687318
2.23199001193409;2.07842200474339
1.50612149367572;1.97114994147379
1.45465069503013;1.46493943243391
1.61088216856175;1.95022455371788
2.2003551788954;2.71706470960697
1.73079166495044;2.46783260626631
2.64794884411716;0.766304073166251
1.36238576970651;1.83195369341933
1.81623881927589;2.41933670087242
1.95379578026519;1.97122089688066
2.88263239947355;1.68485949846487
1.97894864190571;1.70442143278317
1.52406550162431;1.54014980429195
1.84083500681695;2.53392419114201
2.23483732102509;2.13255266294703
1.82832379181826;3.07531203493022
2.35402299246379;0.951225380213257
2.04926615560192;2.05132385760753
2.34296599100843;1.83716194895887
2.506439984387;2.10624256408808
0.887683568986331;2.50986102296427
1.4558708269849;0.714735683856604
1.63467909924515;1.77929784334008
1.19441096920022;2.5641721021289
1.93236762011399;1.65174551652682
2.70941959113327;3.24141259371001
2.61920699544865;1.26089113977603
2.05024121593668;2.53109890756442
1.86325137329809;2.4878384700971
4.27177584551726;3.75821559752511
4.42450664128448;3.9831625358824
3.28666462146837;3.94990940221387
4.78273580342854;3.07324712853398
3.77516295487402;4.23203583671563
3.65041580383087;3.21820094990412
3.5063899167076;4.05188407554411
4.34866225051186;4.12615935659464
4.86093151286335;4.37578332015745
3.71465438358939;3.74898880133122
4.35853492200385;4.35473377154786
4.27579970008396;4.03497293719091
3.9368048571914;5.11318907939047
3.98611572620546;4.0439410379744
4.09332431849829;4.082241501994
4.77438665885012;4.65565045950842
4.40150644060897;3.42974887862705
3.25564045097607;3.7302325380624
3.32372950645048;4.12870639686928
4.78549714560817;3.84868012686779
5.0522797127889;4.04338291234455
4.10796937120248;4.31106143250417
4.51784860015374;4.35501582800008
3.87775496143851;3.86174635378931
3.29514253988541;3.11430541417701
3.75105168109546;4.24744060232239
3.82664768193271;4.98081534631866
4.58184887160042;3.71250183170397
4.19095282552275;4.45016308830402
4.66119214868354;3.94004036937727
